user_id,amount,location,time_of_day
1652,86.49,StoreC,morning
1753,56.42,StoreA,morning
1219,103.75,StoreC,afternoon
1637,70.71,StoreB,morning
1057,84.02,StoreB,morning
1659,85.67,StoreB,afternoon
1475,74.82,StoreC,evening
1455,91.73,StoreA,evening
1828,70.5,StoreC,afternoon
1894,97.43,StoreC,afternoon
1360,53.08,StoreA,evening
1934,82.53,StoreA,evening
1000,118.78,StoreA,evening
1386,59.99,StoreB,evening
1972,66.45,StoreC,evening
1347,90.28,StoreA,afternoon
1189,83.59,StoreC,morning
1504,87.01,StoreB,evening
1190,89.78,StoreB,evening
1507,92.69,StoreA,morning
1368,102.19,StoreA,morning
1408,88.2,StoreC,morning
1823,75.17,StoreA,morning
1928,93.45,StoreC,morning
1933,118.0,StoreA,morning
1116,77.35,StoreC,afternoon
1133,60.51,StoreC,morning
1057,102.14,StoreC,morning
1555,77.59,StoreC,afternoon
1684,36.55,StoreB,morning
1671,2326.8,StoreC,evening
1172,69.29,StoreA,evening
1828,78.19,StoreB,morning
1814,86.64,StoreB,afternoon
1148,83.81,StoreC,evening
1079,94.19,StoreB,afternoon
1885,71.29,StoreC,evening
1212,90.26,StoreA,morning
1202,74.81,StoreC,afternoon
1763,94.78,StoreB,afternoon
1228,92.31,StoreA,afternoon
1675,1470.96,StoreC,evening
1226,2441.2799999999997,StoreA,evening
1658,69.28,StoreA,evening
1531,96.16,StoreB,morning
1440,87.35,StoreA,evening
1401,116.76,StoreB,morning
1046,75.53,StoreA,afternoon
1232,73.01,StoreC,afternoon
1304,79.61,StoreA,morning
1525,73.94,StoreC,evening
1142,96.0,StoreC,morning
1414,47.67,StoreA,afternoon
1512,58.93,StoreC,afternoon
1372,58.64,StoreA,morning
1565,99.01,StoreA,evening
1885,114.21,StoreC,evening
1258,77.91,StoreC,morning
1655,76.62,StoreB,morning
1470,81.4,StoreC,evening
1952,103.24,StoreB,afternoon
1970,61.45,StoreC,morning
1011,84.77,StoreA,evening
1329,99.5,StoreC,evening
1735,90.02,StoreA,afternoon
1783,83.79,StoreA,afternoon
1967,100.02,StoreA,afternoon
1357,25.94,StoreB,afternoon
1971,93.56,StoreC,afternoon
1407,66.92,StoreA,morning
1667,43.39,StoreA,evening
1372,90.22,StoreB,morning
1007,107.47,StoreC,morning
1121,77.25,StoreC,morning
1347,99.06,StoreB,morning
1675,112.25,StoreB,morning
1089,106.3,StoreC,afternoon
1647,112.8,StoreB,afternoon
1697,94.84,StoreC,evening
1315,81.51,StoreC,morning
1177,47.96,StoreA,evening
1539,75.08,StoreA,afternoon
1731,63.14,StoreC,afternoon
1868,123.42,StoreC,afternoon
1040,76.48,StoreC,morning
1739,82.46,StoreC,morning
1703,91.03,StoreC,afternoon
1922,80.87,StoreC,evening
1501,113.9,StoreB,evening
1958,67.55,StoreC,afternoon
1144,83.89,StoreB,evening
1200,65.15,StoreB,afternoon
1928,53.6,StoreC,evening
1723,67.76,StoreC,afternoon
1460,1902.2400000000002,StoreB,evening
1731,1713.84,StoreB,morning
1751,66.15,StoreC,afternoon
1924,51.87,StoreC,afternoon
1908,78.34,StoreB,evening
1557,49.91,StoreB,afternoon
1546,95.2,StoreB,afternoon
1252,81.65,StoreA,afternoon
1389,50.85,StoreB,morning
1593,73.82,StoreA,morning
1882,1559.04,StoreC,evening
1255,86.38,StoreC,morning
1708,106.81,StoreB,evening
1814,42.5,StoreC,morning
1920,82.3,StoreC,evening
1449,76.8,StoreC,morning
1009,93.43,StoreC,morning
1823,84.26,StoreA,evening
1797,64.96,StoreA,afternoon
1241,73.62,StoreB,afternoon
1250,64.08,StoreB,morning
1876,101.52,StoreB,evening
1004,80.43,StoreC,afternoon
1118,118.02,StoreC,evening
1800,78.79,StoreA,afternoon
1373,65.83,StoreA,evening
1064,49.73,StoreB,morning
1145,43.94,StoreA,evening
1223,48.32,StoreA,afternoon
1238,85.34,StoreA,morning
1176,90.17,StoreA,evening
1778,48.38,StoreA,afternoon
1852,97.9,StoreB,morning
1281,70.34,StoreB,evening
1062,82.94,StoreA,afternoon
1216,112.24,StoreB,evening
1853,97.94,StoreC,evening
1826,74.63,StoreA,morning
1794,62.18,StoreC,morning
1688,36.96,StoreB,afternoon
1460,65.62,StoreB,morning
1928,75.78,StoreC,afternoon
1609,60.26,StoreB,evening
1104,77.37,StoreA,evening
1098,81.54,StoreC,afternoon
1510,75.5,StoreA,evening
1384,67.0,StoreC,morning
1404,83.37,StoreB,evening
1822,88.84,StoreC,morning
1517,58.19,StoreC,afternoon
1475,108.22,StoreA,afternoon
1976,78.03,StoreB,evening
1708,80.38,StoreA,evening
1862,94.16,StoreB,morning
1644,84.66,StoreA,morning
1869,99.06,StoreC,evening
1770,85.74,StoreA,evening
1436,67.75,StoreB,afternoon
1022,87.23,StoreB,afternoon
1996,57.13,StoreC,afternoon
1564,82.17,StoreB,evening
1676,79.34,StoreA,evening
1713,75.84,StoreC,evening
1457,77.43,StoreB,afternoon
1082,42.36,StoreB,evening
1144,69.03,StoreA,morning
1084,81.86,StoreA,evening
1077,83.2,StoreC,evening
1456,59.45,StoreB,evening
1877,105.31,StoreA,evening
1000,62.68,StoreC,evening
1050,2385.36,StoreB,morning
1684,88.54,StoreB,morning
1716,67.08,StoreC,evening
1771,115.51,StoreC,afternoon
1445,56.13,StoreA,evening
1448,2361.12,StoreB,evening
1880,100.01,StoreB,evening
1487,66.59,StoreB,afternoon
1799,107.85,StoreC,afternoon
1033,75.0,StoreA,afternoon
1347,85.77,StoreB,morning
1094,85.21,StoreC,afternoon
1071,77.31,StoreB,morning
1550,96.22,StoreA,morning
1153,95.87,StoreB,afternoon
1249,45.03,StoreA,afternoon
1673,106.09,StoreA,afternoon
1437,46.75,StoreB,morning
1117,100.65,StoreB,evening
1770,102.53,StoreA,afternoon
1890,58.18,StoreC,afternoon
1305,71.78,StoreA,afternoon
1267,57.89,StoreB,morning
1960,75.7,StoreB,morning
1053,73.84,StoreC,evening
1235,95.59,StoreA,afternoon
1388,106.21,StoreA,morning
1989,107.91,StoreA,evening
1733,68.76,StoreB,afternoon
1762,75.82,StoreA,morning
1824,46.33,StoreC,afternoon
1400,63.88,StoreB,afternoon
1623,99.3,StoreB,morning
1766,112.31,StoreA,morning
1302,55.31,StoreC,morning
1918,68.15,StoreB,afternoon
1206,79.47,StoreB,afternoon
1228,85.6,StoreA,evening
1852,63.81,StoreA,afternoon
1909,88.48,StoreC,morning
1577,70.52,StoreA,afternoon
1074,79.71,StoreC,evening
1434,90.93,StoreB,evening
1102,80.13,StoreC,morning
1421,71.27,StoreC,morning
1703,77.81,StoreC,evening
1763,78.23,StoreB,evening
1737,72.6,StoreA,evening
1805,74.82,StoreB,morning
1305,111.97,StoreA,evening
1097,91.22,StoreC,evening
1849,74.09,StoreC,morning
1797,93.94,StoreC,afternoon
1334,73.32,StoreC,afternoon
1858,103.46,StoreC,evening
1434,87.39,StoreA,afternoon
1446,77.85,StoreA,afternoon
1993,88.95,StoreC,afternoon
1307,48.58,StoreB,afternoon
1248,57.46,StoreB,evening
1165,56.12,StoreC,afternoon
1480,82.86,StoreA,afternoon
1983,114.65,StoreB,morning
1334,124.63,StoreB,evening
1541,92.76,StoreB,morning
1758,90.02,StoreC,morning
1105,43.98,StoreB,evening
1562,69.15,StoreB,afternoon
1080,64.24,StoreB,morning
1132,67.58,StoreB,evening
1796,76.64,StoreA,afternoon
1899,70.56,StoreC,evening
1137,40.41,StoreC,morning
1183,94.96,StoreA,afternoon
1400,58.55,StoreA,afternoon
1329,84.78,StoreC,evening
1784,121.48,StoreB,afternoon
1507,61.61,StoreB,morning
1851,705.36,StoreC,morning
1983,74.28,StoreB,morning
1068,102.02,StoreA,evening
1545,119.17,StoreB,afternoon
1773,55.41,StoreB,afternoon
1052,89.93,StoreB,afternoon
1449,70.69,StoreC,morning
1204,77.88,StoreA,afternoon
1125,132.89,StoreB,morning
1746,49.94,StoreC,afternoon
1042,85.07,StoreB,morning
1751,89.35,StoreA,afternoon
1970,101.72,StoreB,evening
1882,81.96,StoreA,evening
1110,86.16,StoreB,morning
1760,72.17,StoreA,morning
1662,85.38,StoreB,afternoon
1182,73.14,StoreA,afternoon
1847,92.43,StoreB,evening
1094,72.61,StoreB,afternoon
1970,87.54,StoreC,morning
1373,79.41,StoreC,morning
1911,102.52,StoreA,morning
1519,78.97,StoreB,morning
1899,44.54,StoreA,morning
1359,105.24,StoreC,evening
1899,61.89,StoreA,evening
1695,66.92,StoreA,morning
1280,68.09,StoreC,afternoon
1194,107.49,StoreB,morning
1863,37.29,StoreA,evening
1194,142.75,StoreC,morning
1666,101.12,StoreB,evening
1092,84.46,StoreC,evening
1671,78.9,StoreA,morning
1945,85.71,StoreB,morning
1060,90.42,StoreB,afternoon
1633,92.9,StoreC,evening
1050,91.11,StoreC,afternoon
1402,81.79,StoreC,morning
1788,76.05,StoreB,evening
1004,76.97,StoreB,afternoon
1465,76.1,StoreA,afternoon
1603,102.68,StoreB,afternoon
1681,91.87,StoreA,morning
1828,21.19,StoreC,morning
1533,93.12,StoreC,morning
1404,83.89,StoreB,evening
1837,79.63,StoreC,morning
1512,72.23,StoreC,evening
1644,102.48,StoreB,afternoon
1232,98.95,StoreA,afternoon
1523,64.54,StoreB,morning
1345,88.14,StoreA,afternoon
1045,60.57,StoreB,morning
1545,52.41,StoreB,evening
1944,67.47,StoreC,afternoon
1077,97.25,StoreB,morning
1729,99.06,StoreB,afternoon
1812,90.26,StoreA,afternoon
1922,94.5,StoreC,morning
1072,90.32,StoreA,afternoon
1793,67.17,StoreA,afternoon
1248,88.64,StoreC,afternoon
1046,96.01,StoreC,afternoon
1120,95.09,StoreC,evening
1213,103.78,StoreB,afternoon
1238,94.17,StoreC,afternoon
1055,87.03,StoreC,morning
1349,101.4,StoreC,evening
1106,79.47,StoreA,morning
1830,62.36,StoreA,morning
1047,76.74,StoreB,morning
1572,65.1,StoreA,evening
1336,66.5,StoreB,morning
1025,77.11,StoreA,morning
1803,64.15,StoreC,morning
1256,73.84,StoreA,afternoon
1007,42.13,StoreB,morning
1624,84.27,StoreA,evening
1866,80.02,StoreC,evening
1252,63.66,StoreB,afternoon
1691,93.18,StoreC,evening
1718,98.75,StoreC,evening
1302,47.85,StoreB,afternoon
1638,64.75,StoreC,morning
1055,64.62,StoreC,afternoon
1725,61.2,StoreA,morning
1525,96.59,StoreC,morning
1473,76.12,StoreC,evening
1027,74.71,StoreC,afternoon
1982,39.92,StoreC,evening
1077,92.71,StoreB,evening
1215,55.21,StoreA,morning
1385,81.2,StoreC,evening
1364,85.55,StoreC,afternoon
1665,107.21,StoreB,evening
1525,53.82,StoreC,evening
1698,19.61,StoreB,morning
1311,83.68,StoreA,afternoon
1882,116.01,StoreA,evening
1006,104.78,StoreC,morning
1002,84.19,StoreC,evening
1622,70.17,StoreC,afternoon
1918,96.14,StoreB,evening
1749,60.53,StoreC,evening
1362,89.53,StoreC,morning
1750,90.11,StoreA,evening
1507,101.2,StoreC,morning
1273,135.19,StoreA,afternoon
1505,2108.3999999999996,StoreC,evening
1805,69.82,StoreA,afternoon
1738,79.49,StoreC,afternoon
1882,44.62,StoreA,evening
1014,66.11,StoreB,morning
1191,71.81,StoreA,afternoon
1984,69.52,StoreA,afternoon
1630,83.05,StoreA,evening
1484,63.55,StoreC,evening
1027,102.42,StoreC,evening
1713,80.0,StoreC,evening
1038,79.81,StoreB,evening
1952,73.44,StoreB,evening
1272,83.1,StoreA,morning
1230,96.5,StoreB,afternoon
1085,62.66,StoreA,morning
1473,66.84,StoreA,morning
1125,1774.3200000000002,StoreA,evening
1811,53.08,StoreB,afternoon
1536,63.61,StoreC,morning
1144,70.48,StoreB,evening
1524,97.49,StoreA,evening
1211,85.25,StoreA,afternoon
1024,83.87,StoreB,morning
1579,97.02,StoreA,morning
1393,77.25,StoreA,morning
1066,87.81,StoreB,evening
1232,77.94,StoreB,afternoon
1108,85.31,StoreB,afternoon
1145,68.34,StoreA,morning
1110,31.22,StoreA,evening
1227,77.31,StoreC,morning
1110,108.45,StoreC,afternoon
1469,98.52,StoreB,evening
1033,99.31,StoreC,morning
1622,104.72,StoreA,morning
1775,81.77,StoreC,evening
1935,83.95,StoreA,afternoon
1368,67.65,StoreB,evening
1747,73.68,StoreB,morning
1594,92.32,StoreA,morning
1553,104.08,StoreC,morning
1424,77.21,StoreB,morning
1612,71.0,StoreB,afternoon
1517,80.01,StoreC,afternoon
1691,92.02,StoreC,morning
1281,51.12,StoreA,afternoon
1319,34.08,StoreC,afternoon
1737,68.99,StoreC,afternoon
1442,55.59,StoreC,morning
1951,69.84,StoreA,evening
1314,77.04,StoreA,evening
1876,70.94,StoreB,evening
1965,109.05,StoreA,morning
1740,86.53,StoreB,afternoon
1376,86.01,StoreC,afternoon
1288,92.44,StoreB,morning
1436,57.22,StoreB,morning
1661,100.78,StoreC,evening
1276,78.48,StoreB,evening
1709,93.41,StoreA,morning
1581,58.56,StoreA,evening
1502,48.92,StoreA,afternoon
1623,96.36,StoreA,morning
1515,87.53,StoreB,morning
1349,61.96,StoreB,afternoon
1842,62.61,StoreC,afternoon
1445,102.51,StoreB,afternoon
1829,56.21,StoreB,evening
1349,112.85,StoreB,morning
1606,1487.76,StoreC,evening
1663,92.77,StoreA,afternoon
1822,73.43,StoreB,evening
1136,92.06,StoreC,afternoon
1758,69.12,StoreC,evening
1898,76.74,StoreC,evening
1242,80.82,StoreA,afternoon
1542,59.96,StoreB,evening
1039,94.82,StoreC,morning
1228,69.74,StoreA,evening
1547,75.43,StoreC,evening
1919,60.11,StoreC,morning
1222,28.75,StoreC,afternoon
1005,76.18,StoreC,morning
1321,128.25,StoreC,evening
1467,95.69,StoreA,afternoon
1731,1910.6399999999999,StoreB,evening
1074,74.74,StoreB,evening
1003,80.45,StoreB,morning
1846,90.94,StoreB,morning
1645,56.38,StoreA,afternoon
1117,102.29,StoreA,afternoon
1880,94.31,StoreA,afternoon
1605,94.36,StoreC,evening
1503,88.77,StoreC,morning
1997,80.39,StoreC,morning
1946,93.46,StoreB,morning
1573,91.84,StoreC,afternoon
1440,72.92,StoreB,morning
1193,68.53,StoreC,morning
1846,82.04,StoreB,morning
1714,2663.52,StoreC,afternoon
1391,55.22,StoreC,morning
1025,50.65,StoreA,afternoon
1434,83.3,StoreC,morning
1172,81.02,StoreC,morning
1299,83.47,StoreA,morning
1644,84.88,StoreB,afternoon
1325,75.54,StoreA,afternoon
1409,109.8,StoreA,morning
1117,47.98,StoreB,evening
1835,63.43,StoreC,afternoon
1786,77.93,StoreB,afternoon
1723,47.14,StoreC,morning
1224,76.48,StoreC,evening
1531,113.23,StoreB,morning
1112,80.42,StoreA,afternoon
1139,84.61,StoreB,afternoon
1558,54.8,StoreC,morning
1000,67.67,StoreB,morning
1089,72.5,StoreB,evening
1653,73.65,StoreC,evening
1319,105.63,StoreA,afternoon
1549,91.15,StoreB,evening
1804,57.77,StoreC,evening
1893,84.93,StoreC,afternoon
1138,89.96,StoreB,afternoon
1510,102.8,StoreA,afternoon
1867,111.61,StoreB,afternoon
1844,59.7,StoreA,morning
1258,63.78,StoreA,afternoon
1672,54.85,StoreA,afternoon
1901,75.32,StoreA,afternoon
1689,89.33,StoreB,evening
1009,99.75,StoreC,afternoon
1260,78.48,StoreC,morning
1918,73.6,StoreC,morning
1649,83.04,StoreC,afternoon
1171,63.3,StoreC,morning
1897,121.79,StoreC,evening
1012,47.85,StoreB,afternoon
1167,83.69,StoreA,morning
1641,120.47,StoreC,morning
1595,80.14,StoreB,afternoon
1320,76.2,StoreC,morning
1318,72.85,StoreC,afternoon
1612,76.39,StoreA,morning
1328,107.46,StoreA,evening
1784,35.76,StoreA,morning
1776,110.67,StoreC,morning
1970,51.52,StoreC,afternoon
1910,74.67,StoreC,morning
1919,71.42,StoreA,afternoon
1549,91.77,StoreB,evening
1418,48.04,StoreC,afternoon
1605,89.24,StoreC,afternoon
1094,120.49,StoreC,morning
1816,52.74,StoreB,evening
1580,83.79,StoreC,afternoon
1317,66.76,StoreB,morning
1955,88.52,StoreC,morning
1235,80.38,StoreB,afternoon
1945,67.17,StoreC,morning
1333,89.76,StoreA,afternoon
1884,116.09,StoreA,afternoon
1375,76.18,StoreA,afternoon
1458,94.4,StoreA,evening
1136,54.13,StoreC,afternoon
1929,60.87,StoreA,morning
1587,89.45,StoreB,evening
1994,109.68,StoreA,morning
1546,87.11,StoreA,evening
1512,73.74,StoreA,evening
1295,79.99,StoreC,evening
1319,54.99,StoreA,evening
1917,92.09,StoreB,morning
1571,97.65,StoreA,afternoon
1831,70.96,StoreA,morning
1348,70.6,StoreA,afternoon
1839,85.32,StoreB,morning
1778,71.27,StoreA,evening
1872,78.68,StoreB,evening
1228,121.99,StoreB,afternoon
1269,75.06,StoreA,afternoon
1827,72.83,StoreB,morning
1797,67.05,StoreC,afternoon
1290,94.88,StoreA,morning
1724,76.38,StoreA,afternoon
1164,67.01,StoreB,afternoon
1004,106.43,StoreB,afternoon
1850,108.39,StoreA,evening
1378,67.99,StoreC,evening
1077,42.67,StoreB,morning
1409,100.15,StoreB,afternoon
1573,66.31,StoreC,morning
1131,95.81,StoreC,afternoon
1600,40.6,StoreA,evening
1748,97.85,StoreC,evening
1041,55.78,StoreA,afternoon
1088,94.62,StoreC,afternoon
1401,80.29,StoreB,evening
1295,60.92,StoreA,evening
1839,71.86,StoreA,morning
1294,93.73,StoreA,evening
1615,82.12,StoreC,afternoon
1525,91.69,StoreB,morning
1799,119.53,StoreA,afternoon
1690,48.72,StoreA,morning
1636,112.34,StoreA,afternoon
1421,82.09,StoreA,evening
1864,62.02,StoreB,afternoon
1022,53.39,StoreC,morning
1574,76.22,StoreB,afternoon
1142,98.43,StoreA,morning
1992,77.45,StoreB,afternoon
1664,110.22,StoreA,evening
1144,50.98,StoreC,evening
1224,79.76,StoreC,afternoon
1502,54.95,StoreC,afternoon
1961,87.27,StoreA,afternoon
1973,97.74,StoreB,morning
1820,71.58,StoreC,afternoon
1615,27.92,StoreA,afternoon
1103,83.98,StoreA,morning
1946,2129.52,StoreB,evening
1038,88.09,StoreC,afternoon
1946,104.72,StoreA,afternoon
1197,58.58,StoreB,evening
1645,93.6,StoreC,evening
1578,103.85,StoreB,morning
1390,44.43,StoreB,afternoon
1178,86.39,StoreA,afternoon
1967,69.92,StoreA,morning
1553,78.37,StoreA,evening
1447,86.95,StoreB,morning
1499,70.26,StoreA,evening
1014,66.49,StoreB,morning
1622,80.68,StoreB,evening
1668,58.26,StoreA,morning
1288,58.28,StoreC,evening
1477,93.59,StoreC,evening
1230,57.02,StoreC,evening
1922,93.33,StoreB,evening
1419,89.25,StoreB,evening
1156,45.48,StoreB,afternoon
1549,66.45,StoreA,evening
1440,103.88,StoreB,afternoon
1096,60.38,StoreA,evening
1996,70.71,StoreA,afternoon
1410,89.24,StoreC,afternoon
1950,95.67,StoreC,morning
1288,74.97,StoreC,evening
1253,68.05,StoreA,morning
1195,108.45,StoreA,morning
1597,114.78,StoreA,evening
1833,99.58,StoreB,morning
1521,81.71,StoreA,evening
1516,63.83,StoreC,morning
1634,63.39,StoreC,evening
1841,90.45,StoreA,evening
1864,88.37,StoreA,evening
1117,108.03,StoreC,afternoon
1805,93.01,StoreA,morning
1908,49.94,StoreC,afternoon
1158,101.04,StoreB,morning
1814,60.04,StoreC,morning
1227,72.32,StoreB,morning
1876,85.0,StoreA,afternoon
1215,119.91,StoreA,morning
1947,142.2,StoreB,afternoon
1695,92.13,StoreA,evening
1014,76.34,StoreB,morning
1156,90.69,StoreA,morning
1647,97.75,StoreC,evening
1260,73.59,StoreA,evening
1156,115.9,StoreC,morning
1046,84.6,StoreC,evening
1323,89.95,StoreB,afternoon
1843,93.32,StoreA,afternoon
1684,88.43,StoreB,morning
1129,96.78,StoreA,afternoon
1410,67.65,StoreC,afternoon
1094,68.83,StoreC,morning
1626,58.0,StoreA,evening
1754,88.79,StoreA,morning
1931,95.58,StoreB,afternoon
1291,89.16,StoreA,morning
1793,113.49,StoreA,morning
1810,79.89,StoreA,afternoon
1282,93.37,StoreB,afternoon
1068,58.17,StoreA,morning
1659,72.26,StoreC,afternoon
1010,93.91,StoreB,afternoon
1253,96.98,StoreB,afternoon
1841,74.12,StoreC,afternoon
1871,78.57,StoreC,afternoon
1549,49.64,StoreC,afternoon
1133,72.86,StoreA,evening
1711,97.81,StoreC,morning
1022,91.5,StoreA,afternoon
1814,90.01,StoreB,morning
1345,81.0,StoreB,evening
1301,80.14,StoreC,afternoon
1362,66.79,StoreA,morning
1395,2255.52,StoreC,afternoon
1217,88.42,StoreC,afternoon
1140,89.84,StoreA,afternoon
1615,69.48,StoreC,afternoon
1957,36.93,StoreB,afternoon
1209,101.94,StoreC,afternoon
1984,1690.08,StoreA,afternoon
1992,62.74,StoreA,evening
1622,93.87,StoreB,evening
1615,72.16,StoreA,afternoon
1827,101.2,StoreA,afternoon
1682,92.34,StoreB,evening
1459,93.67,StoreC,evening
1355,52.68,StoreB,evening
1323,104.24,StoreC,afternoon
1132,85.23,StoreB,morning
1887,72.61,StoreC,morning
1804,82.87,StoreB,morning
1839,44.48,StoreC,morning
1126,88.17,StoreB,afternoon
1105,59.41,StoreC,morning
1603,52.95,StoreB,evening
1798,49.55,StoreA,evening
1377,102.25,StoreC,morning
1904,67.41,StoreB,evening
1050,110.67,StoreC,afternoon
1028,69.28,StoreC,morning
1461,45.85,StoreB,morning
1295,57.67,StoreC,afternoon
1296,104.72,StoreB,evening
1725,76.88,StoreA,afternoon
1778,69.03,StoreC,afternoon
1406,83.2,StoreA,evening
1768,90.04,StoreC,afternoon
1813,102.35,StoreC,evening
1612,108.97,StoreC,evening
1404,72.8,StoreB,afternoon
1345,53.48,StoreA,evening
1621,71.73,StoreC,afternoon
1419,85.21,StoreB,evening
1181,60.72,StoreC,morning
1982,60.86,StoreB,evening
1824,86.88,StoreC,evening
1000,79.03,StoreA,afternoon
1830,80.66,StoreA,evening
1949,64.83,StoreC,morning
1566,75.39,StoreB,morning
1370,61.52,StoreC,evening
1935,97.8,StoreB,evening
1910,100.7,StoreC,morning
1660,43.08,StoreB,afternoon
1430,61.41,StoreA,morning
1968,50.07,StoreC,morning
1308,67.0,StoreA,evening
1136,78.33,StoreA,evening
1201,51.01,StoreC,morning
1435,61.56,StoreC,afternoon
1312,59.92,StoreB,morning
1116,84.15,StoreB,morning
1665,81.39,StoreA,afternoon
1936,65.57,StoreB,morning
1802,83.54,StoreB,morning
1574,69.07,StoreC,evening
1243,74.57,StoreB,afternoon
1536,113.47,StoreA,evening
1601,106.81,StoreB,evening
1074,54.01,StoreA,afternoon
1805,96.59,StoreC,afternoon
1385,96.23,StoreA,morning
1902,57.03,StoreB,evening
1209,96.38,StoreC,afternoon
1474,110.76,StoreB,evening
1417,57.55,StoreC,evening
1346,61.65,StoreC,afternoon
1528,100.35,StoreB,morning
1639,85.43,StoreB,evening
1938,91.03,StoreC,afternoon
1954,86.81,StoreC,morning
1875,87.81,StoreB,evening
1762,53.47,StoreA,afternoon
1178,100.95,StoreB,evening
1181,103.39,StoreC,afternoon
1663,75.41,StoreB,afternoon
1024,79.13,StoreA,evening
1966,49.38,StoreB,evening
1179,90.29,StoreC,afternoon
1709,91.44,StoreB,morning
1500,78.76,StoreC,evening
1855,102.49,StoreC,afternoon
1160,73.32,StoreB,afternoon
1176,91.29,StoreC,morning
1284,59.61,StoreC,morning
1062,79.53,StoreA,morning
1661,76.51,StoreA,evening
1665,84.51,StoreA,afternoon
1155,72.61,StoreA,afternoon
1881,77.37,StoreC,afternoon
1468,96.52,StoreB,morning
1048,71.26,StoreC,afternoon
1966,47.87,StoreC,evening
1848,114.99,StoreC,morning
1083,107.63,StoreB,morning
1360,54.15,StoreA,morning
1688,93.79,StoreC,morning
1147,69.94,StoreC,evening
1629,85.27,StoreA,afternoon
1341,85.88,StoreC,evening
1475,75.31,StoreB,afternoon
1062,64.32,StoreC,evening
1700,66.19,StoreC,morning
1359,1480.32,StoreA,morning
1560,63.36,StoreC,evening
1326,78.66,StoreC,evening
1768,65.68,StoreB,afternoon
1735,93.64,StoreA,evening
1140,109.74,StoreA,evening
1989,68.4,StoreB,afternoon
1214,84.79,StoreC,afternoon
1434,89.99,StoreA,afternoon
1890,89.44,StoreA,evening
1951,81.52,StoreC,afternoon
1722,94.85,StoreC,morning
1317,89.64,StoreA,morning
1031,55.25,StoreC,morning
1669,97.38,StoreA,evening
1284,97.75,StoreC,morning
1304,64.73,StoreC,evening
1428,80.76,StoreB,evening
1476,93.67,StoreC,morning
1285,75.81,StoreB,afternoon
1143,101.46,StoreC,evening
1423,127.28,StoreA,morning
1018,64.28,StoreA,evening
1017,52.38,StoreC,afternoon
1768,86.08,StoreC,afternoon
1589,94.43,StoreA,morning
1370,75.38,StoreC,evening
1174,109.07,StoreB,evening
1193,1277.52,StoreB,evening
1501,93.86,StoreB,evening
1987,67.88,StoreB,morning
1112,114.39,StoreB,afternoon
1113,119.85,StoreC,morning
1221,64.67,StoreC,evening
1677,69.01,StoreB,evening
1946,97.19,StoreC,afternoon
1830,72.26,StoreC,evening
1643,79.09,StoreB,morning
1896,80.51,StoreC,morning
1263,41.61,StoreC,afternoon
1924,79.72,StoreC,morning
1054,66.21,StoreB,morning
1870,70.14,StoreC,morning
1642,108.87,StoreA,morning
1799,54.87,StoreA,evening
1777,96.26,StoreB,morning
1457,74.42,StoreA,afternoon
1978,74.4,StoreB,afternoon
1877,95.81,StoreA,morning
1161,86.8,StoreA,afternoon
1379,91.41,StoreA,morning
1992,99.36,StoreB,afternoon
1086,73.37,StoreB,afternoon
1054,67.76,StoreC,morning
1475,1399.1999999999998,StoreB,morning
1799,63.49,StoreA,evening
1177,138.98,StoreA,morning
1390,104.89,StoreB,morning
1348,52.98,StoreB,evening
1007,53.55,StoreB,morning
1832,89.64,StoreC,morning
1312,90.95,StoreA,evening
1758,90.98,StoreC,morning
1834,74.9,StoreC,morning
1983,77.49,StoreA,evening
1982,86.56,StoreA,evening
1442,81.72,StoreB,afternoon
1766,35.61,StoreB,morning
1327,75.4,StoreC,afternoon
1053,62.97,StoreB,afternoon
1760,83.5,StoreB,evening
1238,139.71,StoreA,morning
1228,87.35,StoreA,morning
1578,73.73,StoreB,evening
1050,98.44,StoreA,afternoon
1608,89.65,StoreB,evening
1603,88.4,StoreA,morning
1263,92.14,StoreA,evening
1417,121.13,StoreA,morning
1802,57.38,StoreA,afternoon
1095,89.47,StoreB,morning
1087,61.47,StoreC,afternoon
1077,91.11,StoreA,afternoon
1287,61.63,StoreB,morning
1119,71.65,StoreB,morning
1813,74.1,StoreA,afternoon
1490,99.52,StoreC,evening
1911,98.37,StoreA,morning
1451,55.09,StoreB,afternoon
1499,81.1,StoreC,afternoon
1164,65.81,StoreB,evening
1181,54.83,StoreA,morning
1468,75.66,StoreC,afternoon
1909,73.83,StoreB,evening
1734,128.53,StoreB,afternoon
1822,88.66,StoreB,morning
1943,52.45,StoreA,evening
1977,68.7,StoreC,afternoon
1006,100.43,StoreA,evening
1329,121.77,StoreA,morning
1774,48.28,StoreA,evening
1672,42.4,StoreC,morning
1150,117.42,StoreA,afternoon
1084,87.79,StoreA,morning
1146,62.63,StoreA,afternoon
1623,90.69,StoreA,afternoon
1380,27.29,StoreB,morning
1914,80.07,StoreA,afternoon
1547,86.56,StoreB,evening
1284,98.49,StoreA,afternoon
1699,59.72,StoreC,morning
1081,81.71,StoreB,evening
1513,61.49,StoreB,evening
1896,85.11,StoreB,afternoon
1814,62.09,StoreB,afternoon
1708,71.84,StoreC,morning
1915,60.08,StoreA,evening
1522,93.02,StoreB,morning
1745,97.17,StoreC,afternoon
1385,75.31,StoreB,evening
1706,80.76,StoreA,morning
